Num.,Nome completo,E-mail,Telefone,Área,Idioma de interesse,Leva,Modelo de aula,Resultado nivelamento,Data Nivelamento,Nivel Recente,Data que o Lingopass deu acesso,Data de Primeiro acesso,A0,A0 AoV,"Tempo de conclusão em dias 
Início Fim",A1,A1 AoV,"Tempo de conclusão em dias 
Início Fim.1",A2,A2 AoV,"Tempo de conclusão em dias 
Início Fim.2",B1,B1 AoV,"Tempo de conclusão em dias 
Início Fim.3",B2,B2 AoV,"Tempo de conclusão em dias 
Início Fim.4",C1,C1 AoV,"Tempo de conclusão em dias 
Início Fim.5",C2,C2 AoV,total progresso,"Tempo de conclusão em dias 
Início Fim.6",Progresso (nível do nivelamento),Progresso (qualquer nível),Média A0,Média A1,Média A2,Média B1,Média B2,Média C1,Média C2,Média total,Primeiro Acesso,Primeiro acesso curso que foi nivelado,Último Acesso,Tempo Total Plataforma,Tempo Total AoV,Tempo Total,tempo plataforma minutos,tempo AOV minutos,tempo total,% plataforma ,Turmas Fixas,Horário,Turno,Tutor,Nativo?,Quantidade Mensagens,Observação,Nome Gestor,Gestor,Empresa,Cancelou,Data de cancelamento,Data que deve perder acesso ,Justificativa,Sobre o curso: Quão satisfeito você ficou com seu curso em geral?,"Recomendação, comentário ou sugestão: Você recomendaria nosso curso? (1 sendo nunca e 10 com certeza)","Recomendação, comentário ou sugestão: Tem alguma sugestão ou comentário que queira nos enviar?"
,Sharon Walker,shannonpowell@example.net,,TEC,INGLÊS,4,TURMA FIXA,B1,13/04/2023,B1,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/04/2023,,25/04/2023,00h 56m,00h 00m,00h 56m,56.0,0.0,56.0,100%,Turma 47 - TEC - INT - segundas e quartas às 11h,Terça e Quinta,Manhã,Não definido,,,,,vincentjennifer@example.org,EMBRAER,,,,,,,
84.0,Kayla Rodgers,xjohnson@example.com,,ADM,INGLÊS,1,TURMA FIXA,B1,10/10/2022,B1,01/09/2022,10/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"6,00%",0.16%,,"1,00%",5.72%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,7%,,"1,00%","6,00%",-,-,-,-,-,-,-,,10/10/2022,,17/04/2023,00h 39m,12h 32m,13h 11m,39.0,752.0,791.0,5%,EN | EMB | ADM | INT14,Segundas e quartas às 19h,Noite,Fábio,Brasileiro,2.0,,,emilywilliams@example.com,EMBRAER,,,,,,,
164.0,Kelli Sherman,janet00@example.net,,TEC,INGLÊS,2,TURMA FIXA,A2,09/01/2023,A2,01/12/2022,09/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",18.80%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,09/01/2023,,25/04/2023,00h 00m,21h 05m,21h 05m,0.0,1.265,1.265,0%,EN | EMB2 | TEC | BAS11,Terças e quintas às 19h,Noite,Vanderlei,Brasileiro,2.0,,,daniellesmith@example.net,EMBRAER,,,,,,,
55.0,Troy Conway,brenthamilton@example.org,,ADM,ESPANHOL,1,TURMA FIXA,A1,20/10/2022,A1,01/09/2022,20/10/2022,"0,00%",120.20%,,"6,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,6%,,"6,00%","6,00%",-,-,-,-,-,-,-,,20/10/2022,,18/04/2023,01h 20m,19h 13m,20h 34m,80.0,1.153,1.233,6%,ES | EMB2 | BAS01,Terças e quintas às 08h,Manhã,Diana,Nativo,2.0,,,anthony04@example.net,EMBRAER,,,,,,,
,Mary Riley,jennifer07@example.org,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B1,17/04/2023,B1,01/04/2023,17/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,2%,,"2,00%","2,00%",,,,,,,,,17/04/2023,,25/04/2023,00h 17m,00h 00m,00h 17m,17.0,0.0,17.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,dawn29@example.org,EMBRAER,,,,,,,
142.0,Christian Coleman,megandavis@example.org,,ADM,ESPANHOL,1,TURMA FLEXÍVEL,B2,26/09/2022,B2,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"6,00%",0.00%,,"0,00%",6.50%,,"0,00%",0.00%,,"0,00%",0.00%,6%,,"0,00%","6,00%",-,-,-,-,-,-,-,,26/09/2022,,28/02/2023,03h 57m,01h 02m,04h 59m,237.0,62.0,299.0,79%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,Aluno da turma 1 que não havia feito teste de nivelamento,,joseph97@example.org,EMBRAER,,,,,,,
290.0,Michael Moore,ysmith@example.com,,TEC,INGLÊS,2,TURMA FIXA,A2,13/12/2022,A2,01/12/2022,13/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",147.04%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,13/12/2022,,24/04/2023,00h 00m,26h 36m,26h 37m,0.0,1.596,1.596,0%,EN | EMB2 | TEC | BAS10,Segundas e quartas às 09h,Manhã,Marcela,Brasileiro,1.0,,,usullivan@example.com,EMBRAER,,,,,,,
,Brittany Ellis,wmeyers@example.com,,ADM,INGLÊS,4,TURMA FIXA,B1,13/04/2023,B1,01/04/2023,13/04/2023,"4,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,6%,,"4,00%","4,00%",,,,,,,,,13/04/2023,,26/04/2023,00h 54m,00h 00m,00h 54m,54.0,0.0,54.0,100%,Turma 43 - ADM - INT - segundas e quartas às 18h,Segunda e Quarta,Noite,Não definido,,,,,singhjennifer@example.com,EMBRAER,,,,,,,
131.0,Sharon Melendez,nruiz@example.com,,ADM,INGLÊS,1,TURMA FIXA,A2,26/09/2022,A2,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",191.09%,,"6,00%",55.64%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,6%,,"0,00%","6,00%",-,-,-,-,-,-,-,,26/09/2022,,25/04/2023,05h 33m,31h 29m,37h 03m,333.0,1.889,2.222,15%,EN | EMB3 | ADM | BAS23,Terças e quintas às 8:30h,Manhã,Marcela,Brasileiro,2.0,Aluno nivelado no B1 migrou para turma do básico por estar com dificuldade,,ydelacruz@example.org,EMBRAER,,,,,,,
,Robert Greene,jeremiah32@example.net,,ADM,INGLÊS,4,TURMA FIXA,B1,15/04/2023,B1,01/04/2023,15/04/2023,"0,00%",0.00%,,"6,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,6%,,"6,00%","6,00%",,,,,,,,,15/04/2023,,25/04/2023,00h 45m,00h 00m,00h 45m,45.0,0.0,45.0,100%,Turma 44 - ADM - INT - terças e quintas às 19h,Terça e Quinta,Noite,Não definido,,,,,robertmiller@example.com,EMBRAER,,,,,,,
54.0,Melissa Ramirez,vhancock@example.net,,ADM,INGLÊS,1,TURMA FLEXÍVEL,B1,05/10/2022,B1,01/09/2022,05/10/2022,"6,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,6%,,"0,00%","6,00%",-,-,-,-,-,-,-,,05/10/2022,,18/11/2022,00h 19m,00h 00m,00h 19m,19.0,0.0,19.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,lindseycory@example.net,EMBRAER,,,,,,,
140.0,Stacey Vargas,nguyenbrittany@example.net,,TI,INGLÊS,1,TURMA FIXA,C1,26/09/2022,B2,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"6,00%",75.97%,,"0,00%",0.00%,,"0,00%",0.00%,6%,,"0,00%","6,00%",-,-,-,-,-,-,-,,26/09/2022,,14/02/2023,01h 41m,12h 09m,13h 51m,101.0,729.0,830.0,12%,EN | EMB | AV02,Terças e quintas às 09h,Manhã,Dewayne,Nativo,4.0,Aluno do intermediário que foi para uma turma do avançado,,toddsharp@example.net,EMBRAER,,,,,,,
170.0,Robert Harris,ianpratt@example.org,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",151.90%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,12/12/2022,,25/04/2023,00h 05m,25h 08m,25h 14m,5.0,1.508,1.513,0%,EN | EMB2 | ADM | INT34,Terças e quintas às 18h,Noite,Luíza,Brasileiro,1.0,,,bakerabigail@example.org,EMBRAER,,,,,,,
187.0,Emily Ray,stewartsteven@example.net,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",102.32%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,12/12/2022,,25/04/2023,00h 07m,17h 16m,17h 24m,7.0,1.036,1.043,1%,EN | EMB2 | ADM | INT24,Terças e quintas às 10h,Manhã,Ricardo,Brasileiro,1.0,,,benjamin28@example.org,EMBRAER,,,,,,,
399.0,Jordan Castaneda,murillodavid@example.org,,TI,INGLÊS,3,AULA PARTICULAR,B1,10/02/2023,B1,01/02/2023,10/02/2023,"0,00%",0.00%,,"61,00%",0.00%,,"0,00%",0.00%,,"0,00%",48.29%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,"91,53%",-,-,-,-,-,"91,53%",10/02/2023,,25/04/2023,04h 36m,07h 43m,12h 20m,276.0,463.0,739.0,37%,EN | EMB3 | PRIV | INT02,Segundas às 11h,Manhã,Gustavo,Brasileiro,,,,kgarcia@example.org,EMBRAER,,,,,,,
10.0,William Kline,christopher81@example.org,,TI,INGLÊS,1,TURMA FIXA,B1,30/09/2022,B1,01/09/2022,30/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"5,00%",5.68%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,5%,,"5,00%","5,00%",-,-,-,-,-,-,-,,30/09/2022,,17/01/2023,01h 51m,03h 11m,05h 02m,111.0,191.0,302.0,37%,EN | EMB | TI | INT05,Terças e quintas às 16h,Tarde,Victor,Nativo,2.0,,,bpeters@example.net,EMBRAER,,,,,,,
207.0,Ashley Hill,sheilasmith@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",82.87%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,12/12/2022,,24/04/2023,00h 03m,18h 30m,18h 33m,3.0,1.11,1.113,0%,EN | EMB2 | ADM | INT17,Segundas e quartas às 9h,Manhã,Dani,Brasileiro,1.0,,,harrismackenzie@example.org,EMBRAER,,,,,,,
,Marie Perez,stewartnancy@example.org,,TI,INGLÊS,4,TURMA FLEXÍVEL,B1,19/04/2023,B1,01/09/2022,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,Terça;Quinta;,8h,,,,,,zreyes@example.net,,,,,,,,
223.0,Julie Hensley,lfleming@example.org,,ADM,INGLÊS,2,TURMA FIXA,B1,10/01/2023,B1,01/01/2023,10/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",61.14%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,10/01/2023,,25/04/2023,00h 06m,16h 58m,17h 04m,6.0,1.018,1.024,1%,EN | EMB2 | ADM | INT34,Terças e quintas às 18h,Noite,Luíza,Brasileiro,,,,johnparker@example.com,EMBRAER,,,,,,,
,Justin Simpson,omeyer@example.com,,ADM,INGLÊS,4,TURMA FIXA,B1,15/02/2023,B1,01/09/2022,15/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,15/02/2023,,17/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma 42 - ADM - INT - terças e quintas às 9h,Terça e Quinta,Manhã,Não definido ,,,,,brianyoung@example.com,EMBRAER,,,,,,,
98.0,James Brown,michaelbarnes@example.net,,TI,INGLÊS,1,TURMA FIXA,B1,27/09/2022,B1,01/09/2022,27/09/2022,"1,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"4,00%",112.99%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,5%,,"4,00%","4,00%",-,-,-,-,-,-,-,,27/09/2022,,25/04/2023,01h 11m,19h 01m,20h 13m,71.0,1.141,1.212,6%,EN | EMB | TI | INT01,Terças e quintas às 08h,Manhã,Victor,Nativo,2.0,,,gabrielspears@example.net,EMBRAER,,,,,,,
89.0,Tina Hawkins,ymiller@example.net,,TI,INGLÊS,1,TURMA FIXA,A1,27/09/2022,A1,01/09/2022,27/09/2022,"4,00%",0.00%,,"0,00%",6.27%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,4%,,"0,00%","4,00%",-,-,-,-,-,-,-,,27/09/2022,,09/02/2023,00h 51m,01h 00m,01h 51m,51.0,60.0,111.0,46%,EN | EMB2 | TI | BAS12,Terças e quintas às 18h,Noite,Bruno,Brasileiro,5.0,Aluno da turma 1 que deseja trocar de modalidade,,cherrycorey@example.com,EMBRAER,,,,,,,
247.0,Joseph Hebert,ricardoramsey@example.org,,ADM,INGLÊS,2,TURMA FIXA,B1,10/01/2023,B1,01/12/2022,10/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",126.76%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,10/01/2023,,24/04/2023,00h 00m,20h 16m,20h 16m,0.0,1.216,1.216,0%,EN | EMB2 | ADM | INT33,Segundas e quartas às 12h,Tarde,Victor,Nativo,1.0,,,cassandrajohnson@example.net,EMBRAER,,,,,,,
,Jennifer Cooper,kelly86@example.org,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B1,19/04/2023,B1,01/04/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,20/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,FLEX,,,,,,,derrickross@example.org,EMBRAER,,,,,,,
265.0,Robin Ramirez,wallacemary@example.net,,ADM,INGLÊS,2,TURMA FIXA,B1,10/01/2023,B1,01/12/2022,10/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",133.51%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,10/01/2023,,25/04/2023,00h 00m,22h 19m,22h 19m,0.0,1.339,1.339,0%,EN | EMB2 | ADM | INT34,Terças e quintas às 18h,Noite,Luíza,Brasileiro,1.0,,,amanda38@example.com,EMBRAER,,,,,,,
,Mark Mendoza,kaylagarcia@example.com,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B1,13/04/2023,B1,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/04/2023,,19/04/2023,00h 04m,00h 00m,00h 04m,4.0,0.0,4.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,tatemax@example.com,EMBRAER,,,,,,,
281.0,Kevin Kelley,hillsheila@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",112.16%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,12/12/2022,,25/04/2023,00h 03m,18h 47m,18h 51m,3.0,1.127,1.13,0%,EN | EMB2 | ADM | INT19,Terças e quintas às 18h,Noite,Ricardo,Brasileiro,1.0,,,herringjonathan@example.org,EMBRAER,,,,,,,
,David Rich,cisnerosjohn@example.org,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B1,19/04/2023,B1,01/04/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,19/04/2023,00h 06m,00h 00m,00h 06m,6.0,0.0,6.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,diane67@example.net,EMBRAER,,,,,,,
127.0,Andrea Woods,palmermichelle@example.org,,TEC,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"4,00%",206.59%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,4%,,"4,00%","4,00%",-,-,-,-,-,-,-,,26/09/2022,,25/04/2023,02h 03m,34h 52m,36h 55m,123.0,2.092,2.215,6%,EN | EMB | TEC | INT11,Terças e quintas às 11h,Manhã,Paola,Brasileiro,2.0,,,duncancourtney@example.com,EMBRAER,,,,,,,
,Victoria Johnson,shickman@example.net,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B1,13/04/2023,B1,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"14,00%",9.41%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,14%,,"14,00%","14,00%",,,,,,,,,13/04/2023,,25/04/2023,04h 37m,01h 30m,06h 08m,277.0,90.0,367.0,75%,TURMA FLEXÍVEL,FLEX,,,,,,,troyday@example.com,EVE AIR MOBILITY,,,,,,,
106.0,Jessica Yang,spencer23@example.com,,TI,INGLÊS,1,TURMA FLEXÍVEL,A2,15/03/2023,A2,01/09/2022,15/03/2023,"3,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,3%,,"0,00%","3,00%",-,-,-,-,-,-,-,,15/03/2023,,15/03/2023,00h 15m,00h 00m,00h 15m,15.0,0.0,15.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,zsimmons@example.net,EMBRAER,,,,,,,
,Alex Smith,shawncampbell@example.org,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B1,13/04/2023,B1,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/04/2023,,25/04/2023,00h 24m,00h 00m,00h 24m,24.0,0.0,24.0,100%,TURMA FLEXÍVEL,FLEX,,,,,,,lgriffin@example.com,EMBRAER,,,,,,,
312.0,Joseph Fischer,darlenesullivan@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",161.56%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,12/12/2022,,24/04/2023,01h 27m,25h 51m,27h 18m,87.0,1.551,1.638,5%,EN | EMB2 | ADM | INT17,Segundas e quartas às 9h,Manhã,Dani,Brasileiro,1.0,,,simonlaura@example.org,EMBRAER,,,,,,,
337.0,Cynthia Aguirre,vfrey@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,13/12/2022,B1,01/12/2022,13/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",126.68%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,13/12/2022,,25/04/2023,00h 28m,21h 10m,21h 38m,28.0,1.27,1.298,2%,EN | EMB2 | ADM | INT18,Terças e quintas às 14h,Tarde,Victor,Nativo,1.0,,,walkertroy@example.net,EVE,,,,,,,
125.0,Charles Armstrong,xlee@example.org,,TI,INGLÊS,1,TURMA FLEXÍVEL,A2,30/03/2023,A2,01/09/2022,30/03/2023,"0,00%",0.00%,,"0,00%",0.00%,,"3,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,3%,,"3,00%","3,00%",-,-,-,-,-,-,-,,30/03/2023,,03/04/2023,00h 40m,00h 00m,00h 40m,40.0,0.0,40.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,josebryant@example.org,EMBRAER,,,,,,,
,Manuel Jones,nwhite@example.org,,ADM,INGLÊS,4,TURMA FIXA,B1,17/04/2023,B1,01/04/2023,17/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,17/04/2023,,25/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma 44 - ADM - INT - terças e quintas às 19h,Terça e Quinta,Noite,Não definido,,,,,christopherreeves@example.net,EMBRAER,,,,,,,
7.0,Patrick Hawkins,bradleythomas@example.org,,TI,INGLÊS,1,TURMA FIXA,B1,27/09/2022,B1,01/09/2022,27/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"3,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,3%,,"3,00%","3,00%",-,-,-,-,-,-,-,,27/09/2022,,08/04/2023,01h 22m,00h 00m,01h 22m,82.0,0.0,82.0,100%,EN | EMB | TI | INT15,Terças e quintas às 16h,Tarde,Dewayne,Nativo,2.0,,,patricia15@example.com,EMBRAER,,,,,,,
227.0,Julia Smith,phillipsralph@example.org,,ADM,INGLÊS,2,TURMA FIXA,B2,12/12/2022,B2,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",118.94%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,12/12/2022,,24/04/2023,00h 00m,19h 01m,19h 01m,0.0,1.141,1.141,0%,EN | EMB2 | ADM | INT33,Segundas e quartas às 12h,Tarde,Victor,Nativo,1.0,,,ayalasamuel@example.net,EVE,,,,,,,
232.0,Phillip King,phillip13@example.net,,ADM,INGLÊS,2,TURMA FIXA,C1,03/01/2023,C1,01/01/2023,03/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",172.32%,,"0,00%",0.00%,0%,,,,-,-,-,-,-,-,-,,03/01/2023,,25/04/2023,00h 05m,27h 34m,27h 40m,5.0,1.654,1.659,0%,EN | EMB3 | AV04,Terças e quintas  às 18h,Noite,Gustavo,Brasileiro,,Aluno do intermediário que foi para uma turma do avançado,,wendy74@example.net,EVE,,,,,,,
220.0,Jacob Peterson,cheryl90@example.com,,ADM,ESPANHOL,2,TURMA FLEXÍVEL,A1,13/12/2022,A1,01/12/2022,13/12/2022,"0,00%",0.00%,,"23,00%",40.33%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,"100,00%",-,-,-,-,-,"100,00%",13/12/2022,,11/04/2023,04h 14m,06h 27m,10h 41m,254.0,387.0,641.0,40%,Turma flexível,FLEX,FLEX,FLEX,FLEX,3.0,,,wallsusan@example.com,EMBRAER,,,,,,,
17.0,Stephen Ward,hinesmichelle@example.org,,TI,INGLÊS,1,TURMA FIXA,B1,27/09/2022,A2,01/09/2022,27/09/2022,"0,00%",0.00%,,"1,00%",0.00%,,"0,00%",85.55%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,3%,,"2,00%","2,00%",-,-,-,-,-,-,-,,27/09/2022,,20/04/2023,01h 08m,13h 41m,14h 49m,68.0,821.0,889.0,8%,EN | EMB2 | TI | INT30,Terças e quintas às 13h,Tarde,Luíza,Brasileiro,2.0,Aluno da turma 1 que deseja trocar de modalidade,,hstrong@example.net,EMBRAER,,,,,,,
,Morgan Rogers,jacobscolleen@example.org,,-,INGLÊS,1,TURMA FLEXÍVEL,A2,,A1,01/09/2022,21/11/2022,"0,00%",0.00%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,2%,,"2,00%","2,00%",,,,,,,,,21/11/2022,,19/01/2023,02h 05m,00h 00m,02h 05m,125.0,0.0,125.0,100%,,,,,,,,,knightsara@example.com,,Cancelou,13/03/2023,13/04/2023,Não informado,,,
1.0,Daniel Rodriguez,robertwilkins@example.org,,TEC,INGLÊS,1,TURMA FIXA,B1,29/09/2022,B1,01/09/2022,29/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"2,00%",188.45%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,2%,,"2,00%","2,00%",-,-,-,-,-,-,-,,29/09/2022,,25/04/2023,00h 28m,31h 14m,31h 43m,28.0,1.874,1.902,1%,EN | EMB | TEC | INT11,Terças e quintas às 11h,Manhã,Paola,Brasileiro,3.0,,,wendykelly@example.com,EMBRAER,,,,,,,
65.0,Joel Brennan,grahamjennifer@example.net,,TEC,INGLÊS,1,TURMA FIXA,B1,10/10/2022,B1,01/09/2022,10/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"2,00%",249.02%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,2%,,"2,00%","2,00%",-,-,-,-,-,-,-,,10/10/2022,,25/04/2023,00h 54m,40h 42m,41h 37m,54.0,2.442,2.496,2%,EN | EMB | TEC | INT11,Terças e quintas às 11h,Manhã,Paola,Brasileiro,2.0,,,michellegreen@example.org,EMBRAER,,,,,,,
